cluster_number	contributing_patients_long_interval	num_tcrs_in_clust_long_interval	total_reads_long_interval	contributing_patients_short_interval	num_tcrs_in_clust_short_interval	total_reads_short_interval	is_cancer_assoc
11706	1	1	1	2	2	3	False
38721	1	1	1	2	2	3	False
21058	1	1	1	5	5	17	False
30637	1	1	1	1	1	2	False
31840	1	1	1	2	2	3	False
16905	2	3	17	2	2	5	False
21074	1	1	1	10	11	23	False
52101	1	1	1	1	1	1	False
23334	1	1	1	2	2	2	False
36362	1	1	1	1	1	1	False
13985	1	1	1	2	3	13	False
44756	1	1	1	6	9	20	False
49103	2	2	2	2	2	2	False
2535	1	1	1	1	1	29	False
6959	1	1	1	1	1	1	False
2691	1	1	1	1	1	1	False
33185	1	1	1	1	1	1	False
49386	1	1	1	1	1	1	False
8273	1	1	1	6	6	7	False
18867	1	1	98	2	2	4	False
8738	1	1	106	6	6	8	False
17894	1	1	39	2	3	15	False
19237	1	1	95	1	1	1	False
20179	1	1	57	1	1	1	False
9241	1	1	80	2	2	3	False
39725	1	2	61	17	30	86	False
14453	1	1	42	1	1	1	False
33617	1	1	66	12	22	47	False
22539	1	3	57	12	16	173	False
31509	1	1	53	4	4	16	False
29124	1	2	44	4	4	15	False
41680	1	1	40	1	1	1	False
31929	1	1	23	1	1	1	False
2991	1	2	41	1	1	1	False
36620	1	2	45	4	6	11	False
858	1	1	31	1	1	1	False
49209	1	3	14	5	10	107	False
5745	1	1	28	1	1	6	False
22729	1	1	29	3	3	16	False
31234	1	1	20	1	1	4	False
37574	1	2	84	2	2	49	False
582	1	1	10	3	5	120	False
20730	1	1	29	3	3	5	False
36315	1	1	21	1	1	1	False
50301	1	1	56	2	2	3	False
39874	1	1	4	1	1	1	False
3956	1	1	11	1	1	1	False
44328	1	1	17	1	1	1	False
29810	1	1	40	2	2	2	False
5193	1	1	24	2	2	4	False
14894	1	1	13	1	1	2	False
50726	1	1	14	1	1	1	False
33889	1	1	10	1	1	3	False
15763	1	1	17	1	1	1	False
39501	1	5	21	12	15	36	False
23813	3	5	18	12	18	28	False
30089	1	1	29	4	4	6	False
42853	1	2	38	2	2	12	False
24028	1	1	13	3	3	6	False
8398	1	3	15	1	1	1	False
6945	1	2	25	3	5	7	False
37480	1	1	17	2	2	8	False
9049	1	1	18	1	1	1	False
36977	2	2	13	8	8	15	False
13207	1	1	21	1	1	2	False
36118	1	1	7	2	2	5	False
36393	2	3	11	7	8	12	False
6438	1	1	24	1	1	2	False
24370	1	1	15	2	2	7	False
14001	2	2	10	9	12	22	False
43029	1	1	3	1	1	1	False
541	1	1	32	1	1	141	False
27535	1	1	7	3	3	15	False
28239	1	1	17	2	2	2	False
22934	1	1	17	1	1	1	False
35169	1	1	23	1	1	1	False
14245	1	1	8	1	1	1	False
38109	1	1	4	2	2	32	False
31495	1	1	32	1	1	1	False
6240	1	1	7	1	3	26	False
14527	1	1	16	3	3	4	False
3772	1	1	20	3	5	22	False
28489	1	1	10	1	1	1	False
13313	1	1	9	1	1	1	False
31104	1	1	3	2	2	2	False
43160	1	1	9	8	10	101	False
9823	1	1	13	1	1	1	False
14134	1	1	2	1	1	1	False
41225	1	1	8	2	2	2	False
5776	1	1	5	1	1	2	False
7154	1	3	13	10	11	40	False
23737	1	1	7	2	2	2	False
32241	1	1	8	1	1	3	False
18812	1	1	14	7	7	10	False
30688	1	1	3	1	1	1	False
8274	1	1	2	4	5	7	False
27144	1	1	18	6	6	15	False
41801	1	1	4	1	1	1	False
31766	2	2	5	8	9	15	False
1860	1	1	5	1	1	1	False
20834	1	1	6	1	1	4	False
22421	1	1	2	1	1	1	False
31890	1	2	4	7	8	14	False
11400	1	1	3	1	1	2	False
31637	1	1	13	4	5	115	False
22409	3	3	4	1	1	1	False
30384	1	1	8	1	1	9	False
41050	1	1	16	1	1	2	False
29315	2	2	10	1	1	1	False
48853	1	1	12	1	1	1	False
26005	1	1	2	4	4	15	False
38766	1	1	9	3	3	6	False
19718	1	1	20	1	1	2	False
9552	1	1	4	5	5	7	False
3604	1	1	10	1	1	1	False
50969	1	1	4	2	2	2	False
817	1	1	1	3	4	7	False
15284	1	1	1	1	1	1	False
14965	1	1	5	5	5	10	False
29342	1	1	3	2	2	6	False
41575	1	2	5	6	7	147	False
38108	1	1	7	1	1	1	False
26078	1	1	11	1	1	2	False
33921	1	1	2	2	2	3	False
31653	1	1	5	1	1	1	False
11566	1	1	3	1	1	1	False
27549	1	1	3	2	2	2	False
4340	1	1	10	2	2	2	False
33810	1	1	4	4	4	7	False
34207	1	1	2	1	1	1	False
31362	1	1	6	2	2	2	False
22260	1	1	2	1	1	1	False
36477	1	1	3	2	2	3	False
37934	2	3	5	7	8	224	True
1495	1	1	1	1	1	2	False
28449	1	1	4	2	2	5	False
28270	1	1	5	1	1	2	False
13092	1	1	5	1	1	2	False
37768	1	1	2	1	1	3	False
13503	1	1	2	1	1	1	False
43477	1	2	10	2	2	3	False
41780	1	1	3	1	1	1	False
28250	1	1	4	2	2	5	False
12969	1	1	1	1	1	2	False
51267	1	3	3	13	20	75	False
1823	1	1	4	5	6	27	False
13686	1	1	1	1	1	1	False
24184	1	1	1	1	1	6	False
20654	1	1	8	1	1	1	False
17523	1	1	1	5	5	26	False
9184	1	1	2	1	1	2	False
17678	1	1	3	3	3	5	False
33385	1	1	10	4	6	16	False
13050	1	1	1	1	1	1	False
17930	1	1	6	2	2	2	False
36336	1	2	14	1	1	1	False
24690	1	1	5	1	1	1	False
23145	1	1	3	7	9	14	False
8549	1	1	6	2	2	17	False
19017	1	1	2	7	12	395	False
23847	2	2	4	1	1	1	False
40895	1	1	5	3	3	4	False
12860	1	1	3	1	1	1	False
27851	1	1	10	1	1	3	False
13027	1	1	6	4	4	15	False
17583	1	1	2	1	1	2	False
50851	1	1	5	1	1	32	False
44157	1	1	2	1	1	138	False
10952	1	1	2	6	6	10	False
43445	1	1	6	1	1	1	False
31536	1	1	2	1	1	1	False
23221	1	1	4	1	1	3	False
3417	1	1	1	1	1	1	False
3685	1	1	2	7	7	12	False
18152	1	1	3	1	1	2	False
47734	1	1	2	1	1	1	False
14457	1	1	1	1	1	1	False
9965	1	1	3	3	3	4	False
2163	1	1	2	1	2	2	False
7878	1	1	1	2	2	206	False
39776	1	1	1	1	1	1	False
29501	1	1	17	1	1	1	False
25237	1	1	2	11	19	513	True
42860	1	1	2	1	1	1	False
31641	1	2	14	4	4	4	False
6257	1	1	1	1	1	1	False
43069	1	1	1	1	1	1	False
50138	1	1	1	3	3	6	False
22286	1	1	1	2	2	2	False
39867	1	1	3	1	1	4	False
34878	1	1	7	2	2	11	False
34850	1	1	2	2	2	3	False
12521	1	1	13	1	1	36	False
47780	1	1	2	1	1	1	False
4618	1	2	3	5	5	13	False
28699	1	2	2	1	1	5	False
39623	1	1	1	1	1	2	False
8143	1	1	3	1	1	2	False
19436	1	1	7	1	1	3	False
12136	1	1	1	1	1	1	False
40908	1	1	3	1	1	1	False
3911	2	2	4	11	18	31	False
21339	1	1	5	1	1	22	False
33087	1	1	1	1	1	1	False
36160	1	1	3	1	1	1	False
30147	1	1	5	1	1	1	False
30165	1	1	5	1	1	1	False
1725	1	1	2	1	1	5	False
3677	1	1	4	9	12	19	False
20025	1	1	2	2	2	12	False
48283	1	1	1	1	1	1	False
23680	1	1	1	1	1	2	False
37344	1	1	3	1	1	1	False
4396	1	1	1	1	1	1	False
24988	1	1	5	3	3	6	False
26756	1	1	2	11	12	14	False
36461	1	1	4	1	1	1	False
31311	1	1	3	3	3	4	False
29713	1	1	6	1	1	1	False
29119	1	1	10	4	5	42	False
49939	1	1	4	1	1	1	False
3575	1	1	2	1	1	1	False
24581	1	1	2	11	14	28	False
22576	1	1	6	1	1	1	False
41648	1	1	1	6	6	15	False
10764	1	1	1	2	2	17	False
5111	1	1	4	1	1	2	False
22674	2	2	5	6	6	29	False
34681	1	1	2	1	3	25	False
17455	2	2	11	3	3	3	False
9020	1	1	2	1	1	3	False
48363	1	1	1	1	1	1	False
47795	1	1	5	5	5	14	False
9325	1	1	1	1	1	2	False
34173	1	1	5	1	1	2	False
45687	1	1	2	2	2	2	False
3030	1	1	2	1	1	1	False
38168	1	1	3	4	4	5	False
34164	1	1	2	2	2	2	False
11997	1	1	2	1	1	1	False
42120	1	1	2	2	2	3	False
49659	1	1	2	1	1	3	False
9023	1	1	3	1	1	2	False
8190	1	1	2	1	1	2	False
34760	1	1	1	7	9	11	False
16587	1	1	3	2	2	2	False
4672	1	1	2	2	2	5	False
40216	1	1	1	2	3	27	False
51796	1	1	5	1	1	1	False
44099	1	1	1	8	10	28	False
42232	1	1	1	2	2	2	False
6640	1	1	1	1	1	1	False
50481	1	2	22	3	4	28	False
47005	1	1	1	1	1	1	False
12751	1	1	2	2	2	2	False
47546	1	1	1	1	1	1	False
29856	1	1	1	1	1	1	False
2825	1	1	1	1	1	1	False
31814	1	2	2	4	4	6	False
13933	1	1	6	1	1	1	False
20940	1	1	3	2	2	2	False
51164	1	1	3	1	1	183	False
26807	1	1	2	1	1	1	False
43172	1	1	2	10	10	23	False
36753	1	1	1	2	2	2	False
4066	1	1	1	1	1	78	False
10196	1	1	1	4	4	33	False
48943	1	1	4	1	1	1	False
42940	2	3	5	5	5	6	False
49862	1	1	2	5	5	11	False
31245	1	1	1	2	2	3	False
43136	1	1	1	1	1	1	False
48215	1	1	4	8	8	15	False
12584	1	1	1	1	1	2	False
22610	1	1	1	2	2	5	False
38931	1	1	1	7	9	20	False
18101	1	1	1	1	1	4	False
28175	1	1	1	2	2	2	False
48680	1	1	1	1	1	4	False
38444	1	1	1	1	1	1	False
3283	1	1	2	1	1	1	False
51905	1	1	2	2	2	14	False
12383	1	1	7	1	1	1	False
13304	1	1	1	1	1	1	False
32971	1	1	1	2	2	4	False
45153	1	1	3	1	1	1	False
4531	1	1	2	1	1	1	False
33429	1	1	14	1	1	1	False
41865	1	1	1	4	4	6	False
27014	1	1	1	1	1	1	False
18906	1	1	4	2	2	8	False
43122	1	1	2	1	1	1	False
14541	1	1	3	9	10	38	False
21969	1	1	1	3	3	4	False
7348	1	1	2	1	1	1	False
9798	1	1	1	1	1	3	False
24050	1	1	3	3	3	3	False
15309	1	1	2	8	9	14	False
31804	1	1	1	9	12	82	False
29551	1	1	2	1	1	2	False
30318	1	2	2	6	6	13	True
5655	1	1	1	5	6	7	False
28933	1	1	2	1	1	1	False
15162	1	1	1	2	2	12	False
10020	1	1	1	1	1	1	False
3336	1	1	1	1	1	3	False
19118	1	1	3	1	1	3	False
14025	1	1	2	1	1	1	False
29100	1	1	2	3	3	5	False
51025	1	1	4	1	1	1	False
8249	1	1	1	7	9	27	False
23614	1	2	2	5	6	9	False
13392	1	1	1	1	1	1	False
17880	1	1	1	3	3	3	False
5388	1	1	6	1	1	1	False
2214	1	1	1	3	3	5	False
45032	1	1	1	1	1	2	False
20302	1	1	3	1	1	1	False
15665	1	1	3	3	4	10	False
26211	1	1	1	1	1	2	False
36920	1	1	4	1	1	1	False
10191	1	1	1	1	1	1	False
12618	1	1	3	6	6	18	False
45024	1	1	1	2	2	5	False
45168	2	4	5	5	5	59	False
28997	1	1	4	1	1	1	False
25683	1	1	4	3	3	20	False
1589	2	2	4	10	11	22	False
19300	1	1	1	2	2	2	False
38123	1	1	3	1	1	10	False
1383	1	1	2	6	6	17	False
18223	1	1	5	1	1	1	False
51329	1	1	2	1	1	2	False
2264	1	1	2	1	1	1	False
50	1	1	1	1	1	1	False
45006	1	1	4	1	1	1	False
38961	1	2	2	2	3	6	False
42801	1	1	1	1	1	8	False
13397	1	2	2	1	1	1	False
45353	1	1	2	1	1	1	False
20096	1	1	1	1	1	1	False
35937	1	1	1	1	1	3	False
33411	1	1	1	4	4	5	False
24676	1	1	1	1	1	1	False
49377	1	1	1	1	1	1	False
15624	1	1	1	1	1	2	False
3722	1	1	1	5	5	7	False
49886	1	1	2	1	1	2	False
40997	1	1	2	10	13	161	False
42222	1	1	2	2	2	874	False
46038	1	1	1	2	3	4	False
10521	1	1	1	1	1	5	False
29635	1	1	2	2	2	2	False
26633	1	1	3	3	3	17	False
39207	1	1	1	1	1	2	False
422	1	1	3	1	1	1	False
41091	1	1	1	1	1	1	False
12552	1	1	2	2	2	3	False
38614	1	1	1	1	1	1	False
12754	2	2	4	3	4	17	False
31782	1	1	2	4	5	14	False
36964	1	1	1	2	2	2	False
2590	1	1	3	1	1	1	False
10400	1	1	1	1	1	1	False
52315	1	1	1	1	1	1	False
23240	1	1	1	2	2	3	False
23122	2	2	5	3	3	4	False
37236	3	4	13	15	19	39	True
32504	1	1	1	5	7	11	False
49964	1	1	1	1	1	5	False
38073	1	1	8	1	1	1	False
29689	1	1	6	1	1	1	False
46195	1	1	1	2	2	2	False
36954	1	1	5	1	1	3	False
42311	1	1	1	1	1	6	False
14547	1	1	1	4	4	94	False
11019	1	1	1	2	2	2	False
14370	1	1	1	1	1	1	False
32200	1	1	1	1	2	15	False
10929	1	1	1	1	1	1	False
15792	1	1	2	1	1	3	False
29491	1	1	1	3	3	3	False
45211	1	1	2	1	1	2	False
4566	1	1	1	1	1	1	False
52104	1	1	1	1	1	2	False
32858	1	1	1	2	2	2	False
37070	1	1	1	2	2	3	False
37454	1	1	2	2	2	4	False
52280	1	1	1	1	1	1	False
42994	1	1	1	12	17	37	False
6818	1	1	3	1	1	1	False
25748	1	1	1	1	1	1	False
19491	1	1	1	1	1	1	False
3669	1	3	4	10	16	52	False
18806	1	1	1	2	2	3	False
1995	1	1	1	6	7	33	False
2602	1	1	1	3	3	3	False
46176	1	1	2	1	1	1	False
25332	1	1	3	2	2	4	False
7234	1	1	2	5	6	12	False
49074	2	2	2	3	3	4	False
16881	1	1	3	4	4	22	False
25581	1	1	2	1	1	1	False
42002	1	1	1	1	1	3	False
50637	1	1	4	1	1	1	False
28178	1	1	1	2	2	3	False
10691	1	1	1	5	5	17	False
37723	1	1	1	1	1	1	False
24142	2	2	2	3	3	4	False
36988	1	1	3	3	3	4	False
23432	1	1	1	2	2	14	False
5123	1	1	2	2	3	11	False
49455	1	1	7	1	1	3	False
41592	1	1	3	2	2	2	False
14195	1	1	1	1	1	9	False
27295	1	1	4	10	11	82	True
26786	1	1	1	2	2	2	False
28361	1	1	1	4	4	8	False
3046	2	2	2	1	1	1	False
18105	1	1	1	2	2	7	False
48352	1	1	1	1	1	6	False
50475	2	2	3	2	2	2	False
9230	1	1	1	2	2	3	False
41974	1	1	1	1	1	1	False
44351	1	1	5	1	1	1	False
32285	1	1	1	1	1	2	False
41209	1	1	4	1	1	1	False
485	1	1	3	1	1	2	False
9229	1	1	1	1	1	2	False
38826	1	1	1	1	1	1	False
11292	1	1	1	1	1	1	False
30537	1	1	2	2	2	13	False
43011	1	1	1	4	4	8	False
2547	1	2	3	1	1	2	False
44881	1	1	1	1	1	1	False
28869	1	2	2	10	11	34	False
28757	1	1	2	2	2	2	False
37719	1	1	3	1	1	2	False
47425	1	2	3	12	14	49	False
4900	1	1	1	2	2	3	False
30100	1	1	6	1	1	1	False
21724	1	1	11	5	5	5	False
24932	2	2	2	7	8	17	False
43778	1	1	2	1	1	1	False
18271	1	2	3	6	8	23	False
26791	1	1	4	1	1	1	False
46459	1	1	1	1	3	10	False
16267	1	1	3	3	3	10	False
42356	1	1	8	2	2	6	False
18077	1	1	5	2	2	2	False
6664	1	1	2	1	1	3	False
36719	1	1	1	6	7	12	False
40121	1	1	1	1	1	1	False
25310	1	1	1	4	4	10	False
50542	1	1	1	1	1	1	False
31002	1	2	3	9	11	63	False
47022	1	1	2	1	1	2	False
13146	1	1	3	1	1	1	False
13825	1	1	1	11	13	93	False
1985	1	3	4	5	6	8	False
5548	1	1	6	1	1	3	False
33089	2	2	2	4	4	9	False
22962	1	1	1	1	1	1	False
48974	1	2	17	1	1	1	False
51886	1	1	6	2	2	2	False
14625	1	1	1	1	1	1	False
40877	1	1	1	2	2	11	False
40728	1	1	1	1	1	2	False
13349	1	2	3	2	2	2	False
19724	1	1	2	1	1	4	False
19693	1	1	2	6	7	9	False
31847	1	1	5	4	4	13	False
44746	1	1	1	1	1	1	False
23679	1	1	1	2	3	8	False
9424	2	2	8	5	7	18	False
49713	1	1	2	1	1	1	False
23631	1	1	3	1	1	1	False
21841	1	1	1	1	1	1	False
34375	1	1	2	1	1	2	False
43650	1	1	1	5	5	6	False
8767	1	1	1	3	3	3	False
43152	1	1	1	4	4	9	False
51149	1	1	4	1	1	1	False
34018	1	1	1	2	2	2	False
8524	1	1	1	1	1	2	False
4049	1	1	1	1	1	1	False
46235	1	1	1	1	1	1	False
42401	1	1	1	2	2	20	False
5586	1	1	2	1	1	1	False
25376	1	1	2	1	1	2	False
41869	1	1	1	4	4	6	False
40078	1	1	3	1	1	1	False
32064	1	1	1	1	1	13	False
34152	1	1	1	1	1	1	False
42702	1	1	1	3	3	3	False
26317	1	1	4	1	1	1	False
30737	1	1	3	1	1	1	False
48909	1	1	1	1	1	1	False
715	1	1	1	1	1	1	False
38485	1	1	1	1	1	1	False
43113	1	1	2	1	1	1	False
21411	1	2	2	1	1	2	False
43857	1	1	1	2	2	3	False
42781	1	1	1	1	1	1	False
21935	1	1	4	12	15	24	True
41208	1	2	3	2	2	2	False
37767	1	1	1	1	1	1	False
23243	1	1	1	1	1	1	False
42097	1	1	2	1	1	1	False
42995	1	1	2	9	9	18	False
13225	1	1	1	1	1	4	False
18590	1	1	1	5	5	13	False
18650	1	1	1	1	1	50	False
28645	2	2	3	5	6	21	False
30266	1	1	4	1	1	1	False
32390	1	1	3	2	2	20	False
1563	1	1	2	15	20	89	False
29079	1	1	1	1	1	5	False
8001	1	1	2	4	4	9	False
8161	1	1	5	1	1	1	False
784	2	2	3	9	11	33	False
50456	1	1	1	3	3	4	False
41175	1	1	1	3	3	3	False
34880	1	1	5	1	1	1	False
22070	1	1	1	1	1	1	False
15262	1	1	1	1	1	1	False
11839	1	1	2	1	1	1	False
21513	1	1	1	1	1	1	False
16780	1	1	4	1	1	1	False
48294	1	1	1	1	1	3	False
41791	1	1	1	1	1	1	False
25565	1	1	2	1	1	1	False
48863	1	1	1	2	2	3	False
22671	1	1	1	1	2	2	False
12412	1	1	2	1	1	1	False
30995	1	1	1	3	3	4	False
20172	1	1	2	2	2	2	False
13477	1	1	1	5	6	6	False
7714	1	1	2	1	1	2	False
35984	1	1	7	1	1	1	False
23454	1	1	1	1	1	1	False
19658	1	1	1	2	3	3	False
37455	1	1	3	3	4	4	False
32346	1	1	1	2	2	4	False
3848	1	1	1	1	1	1	False
19517	1	1	1	1	1	1	False
3420	1	1	2	2	2	2	False
547	1	1	3	1	1	2	False
35100	1	1	1	3	3	6	False
28478	1	1	1	1	1	1	False
18148	1	1	1	1	1	13	False
48208	1	1	1	5	7	45	False
47248	1	1	2	1	1	3	False
9735	2	2	2	2	2	2	False
31291	1	1	1	6	7	27	False
28237	1	1	1	1	1	3	False
38457	1	1	1	1	1	2	False
12815	1	1	2	1	1	1	False
40849	2	3	4	7	8	19	False
10106	1	2	2	7	9	105	False
6833	1	1	1	1	1	1	False
48324	1	1	1	1	1	6	False
19996	1	1	1	1	1	2	False
20173	2	2	4	3	4	35	False
27975	1	1	1	1	1	1	False
23129	1	1	4	1	1	1	False
47914	1	1	2	5	5	5	False
16558	1	1	2	1	1	1	False
41028	1	1	1	6	7	45	False
49487	1	1	1	7	7	12	False
40460	1	1	1	2	2	3	False
35735	1	1	1	6	7	46	False
12143	1	1	2	1	1	2	False
19484	1	1	5	1	1	1	False
19221	1	1	1	1	1	2	False
38384	1	1	2	6	6	309	False
36741	1	1	1	6	8	11	False
28524	1	1	1	1	1	1	False
46124	1	1	1	2	2	2	False
3875	2	2	3	11	14	22	True
44318	1	1	1	1	1	1	False
41828	2	2	2	2	2	2	True
41187	1	1	2	8	9	18	False
47453	2	2	2	8	9	310	False
43334	1	1	2	4	4	5	False
40907	1	1	1	2	2	2	False
10084	2	2	2	6	7	17	False
124	1	1	1	1	1	1	False
16720	1	1	2	1	1	2	False
12801	1	1	1	1	1	2	False
26239	1	1	1	4	4	4	False
15324	1	1	1	5	6	8	False
6537	1	1	1	1	1	1	False
11689	2	2	3	19	27	123	True
41235	1	1	1	1	1	1	False
49099	1	1	2	1	1	1	False
34102	2	2	3	5	5	7	False
41220	1	1	1	2	2	3	False
49105	1	1	1	2	3	17	False
27954	1	1	1	15	19	23	False
15849	1	1	1	1	1	3	False
11271	1	2	2	4	5	14	False
21258	3	3	3	18	26	52	False
33420	1	2	4	7	8	17	False
46631	1	1	4	5	5	6	True
889	1	1	1	1	1	1	False
14090	1	1	1	1	1	1	False
29183	1	1	1	1	1	2	False
25158	1	1	1	1	1	1	False
29130	1	1	1	1	1	6	False
37951	1	1	1	3	3	5	False
31389	1	1	1	1	1	2	False
48607	1	1	1	1	1	2	False
7095	1	1	1	1	1	1	False
7127	2	2	4	11	13	23	False
45685	1	1	1	6	6	8	False
38279	1	1	3	1	1	1	False
44320	1	1	5	8	10	22	False
40667	1	1	1	1	1	1	False
27801	1	1	1	1	1	1	False
11942	1	1	1	1	1	4	False
24048	1	1	1	1	1	1	False
8328	1	1	1	1	1	3	False
5201	1	1	1	1	1	1	False
12824	1	1	1	5	5	12	False
29548	1	1	3	2	2	3	False
41755	1	1	1	1	1	1	False
30601	1	1	1	1	1	1	False
15975	1	1	2	1	1	1	False
43982	1	1	1	1	1	1	False
28154	1	1	1	2	2	6	False
985	2	2	3	4	5	13	False
37384	1	1	1	1	1	1	False
993	2	2	12	5	5	6	False
2478	1	1	1	1	1	1	False
1367	1	1	3	2	2	2	False
12116	1	1	1	1	1	5	False
12089	1	1	1	1	1	2	False
46801	1	1	1	1	1	1	False
32529	1	1	1	4	4	44	False
4342	1	1	1	1	1	1	False
43181	1	1	2	4	4	7	False
8141	1	1	1	1	1	1	False
28412	1	1	3	2	2	4	False
38224	1	1	1	1	2	6	False
15777	1	1	2	5	6	10	False
18069	1	1	2	2	2	3	False
14373	1	2	2	3	4	6	False
7227	1	1	2	5	6	7	False
11805	1	1	1	1	1	1	False
26205	1	3	8	6	7	25	False
32046	1	1	1	1	1	1	False
78	1	1	1	1	1	1	False
16677	1	1	2	7	7	9	False
15314	2	4	7	10	14	37	False
6531	1	1	2	1	1	10	False
48761	1	1	1	1	1	2	False
12570	1	1	1	1	1	1	False
40614	1	1	1	1	1	1	False
11902	1	1	1	1	1	1	False
52164	1	1	1	1	1	2	False
11417	1	1	3	1	1	17	False
5311	1	1	1	1	1	1	False
13315	1	1	1	2	2	4	False
20709	1	1	1	3	3	4	False
5943	1	1	1	1	1	2	False
2348	2	2	23	11	12	35	False
47955	1	1	1	5	6	10	False
16603	1	1	1	1	1	1	False
46649	1	1	1	1	1	1	False
18628	1	2	2	1	1	1	False
47136	1	2	3	13	18	85	False
29643	1	1	1	1	1	1	False
29056	1	1	1	1	1	1	False
7823	1	1	1	10	11	33	False
43765	1	1	1	1	1	2	False
39792	1	1	1	2	2	26	False
26739	1	1	1	12	20	422	False
24717	1	1	1	1	1	2	False
1974	1	3	3	15	22	68	False
45682	1	1	1	2	2	2	False
18127	1	1	1	1	1	1	False
35271	1	1	1	1	1	2	False
44097	2	2	4	7	8	14	False
39063	1	1	2	1	2	4	False
2849	1	1	1	2	2	2	False
19894	1	1	1	1	1	2	False
32172	1	1	1	1	1	1	False
8255	1	1	1	4	4	30	False
12300	1	1	3	1	1	1	False
15946	1	1	1	3	3	5	False
12714	2	2	5	8	11	30	False
36108	1	1	1	4	5	5	False
37801	1	1	1	1	1	1	False
12698	1	1	1	1	1	2	False
43953	1	1	1	2	2	2	False
5549	1	1	1	2	2	2	False
8454	1	1	2	1	1	1	False
14636	1	1	1	1	1	1	False
26137	1	1	1	1	1	1	False
48061	1	1	1	2	2	2	False
7626	1	1	1	14	20	139	True
46653	1	1	1	1	1	2	False
18686	1	1	1	1	1	1	False
14997	1	1	1	3	3	4	False
344	1	1	1	1	1	4	False
24523	1	1	2	1	1	1	False
39738	1	1	3	2	2	32	False
51049	1	1	1	4	5	10	False
18389	1	1	3	1	1	1	False
20557	1	1	1	5	5	9	False
36831	1	1	2	1	1	2	False
46092	1	1	1	2	3	3	False
20101	1	1	1	3	3	7	False
22813	1	1	1	8	8	9	False
21980	1	1	1	1	1	1	False
44509	1	1	2	2	2	2	False
17320	1	1	1	3	3	3	False
10307	1	1	1	1	1	1	False
165	1	1	1	1	1	1	False
31507	1	1	1	1	1	1	False
38763	1	1	1	1	1	11	False
287	1	1	1	1	1	1	False
6943	1	1	1	3	4	397	False
28191	1	1	2	2	2	15	False
24137	1	1	1	1	1	12	False
21945	1	1	2	4	5	22	False
31128	1	1	1	1	1	3	False
42782	1	1	1	1	1	1	False
4148	1	1	1	1	1	1	False
26516	1	1	1	2	2	4	False
34389	1	1	1	1	1	1	False
36956	1	1	1	8	12	14	False
2555	1	1	1	1	1	1	False
48842	1	1	1	5	5	7	False
49389	1	1	1	1	1	2	False
15723	1	1	1	1	1	92	False
8288	1	1	2	1	1	4	False
35967	1	1	1	1	1	1	False
47982	1	1	1	4	4	6	False
44645	1	1	2	10	13	21	False
22119	1	1	1	1	1	1	False
9923	1	1	1	7	7	11	False
9478	1	1	1	1	1	1	False
24967	1	1	1	2	2	2	False
51179	1	1	4	2	2	6	False
1362	1	1	1	7	8	18	False
45647	1	1	1	2	2	56	False
35087	1	1	3	13	25	51	False
46047	1	1	1	4	11	90	False
7229	1	1	1	3	3	6	False
30573	1	1	1	2	2	6	False
12662	1	1	2	1	1	1	False
12265	1	1	1	5	5	5	False
26305	1	1	1	1	1	2	False
24763	1	1	1	1	1	1	False
17994	1	1	2	2	2	7	False
12485	1	1	2	7	8	17	False
243	1	1	1	2	3	6	False
25525	1	1	1	2	2	2	False
689	1	1	1	1	1	4	False
23052	1	1	1	1	1	1	False
30553	1	1	1	5	6	14	False
11632	1	1	1	1	1	4	False
16903	1	1	2	1	1	1	False
47768	1	1	1	1	1	2	False
37017	1	1	2	4	4	5	False
8482	1	1	1	1	1	3	False
28619	1	1	1	10	12	28	False
19831	1	1	1	2	2	4	False
48120	1	1	1	3	3	8	False
48014	1	1	1	2	2	11	False
47976	2	2	3	5	5	16	False
48461	1	1	1	5	5	59	False
18979	1	1	1	7	8	38	False
2122	1	1	1	1	1	2	False
50070	1	1	1	5	5	8	False
8719	2	2	4	16	25	103	False
31100	1	1	1	1	1	1	False
26415	1	1	4	2	2	2	False
36948	3	3	4	7	11	23	False
7291	1	1	1	2	2	5	False
35261	1	1	1	1	1	1	False
8556	2	2	2	4	4	215	False
47267	1	1	1	1	1	8	False
48241	1	1	1	3	3	3	True
11225	1	1	1	5	6	22	False
11842	1	1	1	1	1	1	False
28170	1	1	1	6	7	9	False
45681	1	1	1	1	1	3	False
43989	1	1	1	1	1	1	False
32746	1	1	1	1	1	1	False
38454	1	1	1	1	1	1	False
43529	1	1	1	1	1	1	False
27747	1	1	6	5	6	12	False
20564	1	1	1	1	1	3	False
13535	1	1	1	1	1	1	False
11333	1	1	1	2	2	2	False
20248	1	1	1	4	4	9	False
7750	1	1	1	1	1	1	False
23425	1	1	1	1	1	1	False
48145	1	1	1	1	1	2	False
12000	1	1	1	1	1	1	False
18756	1	1	1	1	1	1	False
47333	1	1	2	1	1	1	False
6809	1	1	1	2	2	2	False
35115	1	1	6	5	5	7	False
1629	2	2	5	7	9	17	False
816	1	1	2	2	2	5	False
14682	1	1	4	1	1	6	False
5366	1	1	3	1	1	1	False
29422	1	1	2	1	1	1	False
40683	1	1	3	1	1	4	False
20803	1	1	2	1	1	4	False
2785	1	1	2	6	6	7	False
51296	1	1	1	1	1	3	False
468	1	1	2	1	1	2	False
37725	1	1	3	1	1	1	False
2977	1	1	2	1	1	3	False
