cluster_number	contributing_patients_long_interval	num_tcrs_in_clust_long_interval	total_reads_long_interval	contributing_patients_no_nact	num_tcrs_in_clust_no_nact	total_reads_no_nact	is_cancer_assoc
4605	7	21	121	23	60	320	False
43143	12	71	293	36	221	755	True
31152	5	7	113	12	15	145	False
11231	12	39	133	26	69	155	False
43841	12	83	251	29	228	474	True
45421	4	5	74	4	4	23	False
52026	6	20	223	11	15	52	False
31015	3	3	59	1	1	2	False
31280	13	77	229	38	181	615	True
10951	9	10	62	12	18	27	False
48176	8	30	113	21	45	99	False
18938	12	45	156	31	96	226	False
32112	11	45	504	33	111	394	False
28342	9	16	77	23	52	114	False
50025	13	174	679	38	492	2061	True
45397	9	30	180	31	87	282	False
39647	6	17	131	20	46	172	True
32103	13	197	796	40	638	4702	False
45399	8	33	761	27	105	428	False
40246	5	6	37	21	32	89	False
42984	3	4	73	9	11	15	False
38322	13	73	191	29	146	328	True
2900	5	7	24	17	25	71	False
48174	8	10	32	16	28	109	False
40974	13	75	243	36	193	477	True
27488	10	22	106	28	69	151	False
27179	3	4	56	5	8	22	True
46318	7	20	116	30	76	179	True
17057	2	2	62	4	4	5	False
25216	6	18	115	22	43	122	False
17423	13	84	317	37	217	968	False
1550	10	45	197	34	154	1287	False
50893	6	17	216	24	60	251	False
26904	13	108	833	38	333	2856	False
20733	6	14	99	27	47	138	True
50869	9	51	215	35	103	340	True
49414	8	14	70	23	38	917	False
50179	9	31	186	17	32	99	False
19007	1	1	90	1	1	5	False
50662	4	9	57	13	19	41	False
20774	1	1	77	1	1	1	False
47424	12	41	156	30	107	230	True
34909	2	2	39	2	2	2	False
33339	13	114	475	38	315	1296	False
42013	9	41	222	34	98	371	True
20405	3	3	91	5	7	39	False
34593	10	39	131	34	124	334	True
34894	5	6	47	24	47	116	False
43484	1	2	28	1	1	6	False
27126	13	86	1582	38	251	1059	True
40985	5	9	68	19	29	675	True
27984	1	1	33	3	3	6	False
9401	7	13	91	22	36	67	False
52215	7	18	99	20	28	185	False
49822	12	35	228	31	80	272	True
29924	1	1	28	1	1	2	False
39278	1	1	14	1	1	1	False
16634	13	105	480	37	249	633	False
41595	4	7	73	9	12	20	False
25973	10	27	107	30	98	317	False
44064	12	58	322	39	206	619	True
2904	6	16	66	19	35	103	False
44237	6	14	114	18	22	60	False
33862	8	26	124	26	60	323	False
31316	6	6	141	5	5	11	False
1607	2	3	45	6	7	9	False
30984	8	22	210	28	67	236	True
29252	13	79	362	34	188	488	True
28841	1	2	44	4	6	14	False
16333	1	1	24	2	2	2	False
7958	12	31	112	26	68	144	False
45810	8	26	107	29	78	228	False
34100	13	51	160	30	108	336	True
12122	10	21	149	27	54	207	False
15640	2	2	37	2	2	12	False
45126	7	11	62	15	22	47	False
45819	9	27	140	24	76	186	False
33326	12	96	564	38	217	717	False
18554	12	35	220	33	87	385	True
31160	7	20	111	29	72	338	True
39124	7	9	62	12	17	24	False
31451	12	39	229	26	78	211	True
7574	3	4	95	16	18	44	False
21259	6	8	166	16	28	43	False
20140	9	21	146	17	27	83	False
33601	12	33	108	29	101	594	True
47109	8	16	109	18	32	75	False
24558	13	126	382	38	281	674	True
6205	5	7	62	7	11	52	False
22643	13	93	300	38	291	1484	True
24377	1	1	74	1	1	3	False
16418	13	84	372	38	238	820	True
33331	12	81	318	35	196	1310	False
44171	5	10	78	13	22	103	False
46323	10	42	132	22	78	929	True
7084	13	92	809	37	265	715	False
48437	2	2	110	4	5	23	False
7624	4	4	72	3	4	5	False
34621	9	22	149	30	74	466	True
39464	9	24	72	26	67	170	False
20419	2	2	48	6	9	29	False
21280	1	3	112	4	4	5	False
33627	1	1	107	6	7	8	False
46319	11	53	190	36	137	758	True
7798	12	68	295	39	185	496	True
26907	12	60	367	32	184	536	True
22345	5	5	64	13	16	40	False
6641	6	7	48	16	20	53	False
775	7	16	55	25	46	132	True
4055	11	33	273	26	86	346	True
1638	4	6	105	23	27	711	False
39483	3	3	48	8	8	141	False
25994	4	5	36	16	22	41	False
1538	13	63	416	35	150	899	True
39667	11	29	179	27	65	296	False
2924	4	11	61	15	21	168	False
2328	9	23	199	23	34	184	False
2906	4	9	37	11	15	33	False
39651	8	15	116	21	39	264	False
8548	6	7	90	11	20	47	False
30632	1	1	36	1	1	1	False
37972	2	2	49	5	5	12	False
4443	8	24	196	20	48	85	False
7552	5	11	59	15	34	378	False
1557	9	23	216	28	62	352	False
22767	9	23	56	26	71	265	False
21556	11	26	144	34	97	282	False
34427	9	16	114	23	54	114	False
40975	13	91	202	33	215	2569	True
4601	13	83	342	39	251	1199	False
5443	12	40	143	29	85	219	False
31512	1	1	47	1	1	1	False
7966	6	7	45	12	13	25	False
46331	12	122	460	36	323	1217	True
32105	12	32	106	31	58	147	False
38341	3	4	35	11	16	19	True
10976	10	17	38	26	59	461	True
40410	13	71	247	37	209	650	False
27491	11	43	147	32	117	563	True
20135	10	28	109	28	85	415	False
28564	12	47	180	30	103	288	False
8213	12	68	325	34	203	1253	False
44221	7	19	131	22	43	169	False
5806	10	21	124	24	47	94	False
49450	3	4	44	4	4	15	False
33327	11	37	146	28	96	559	False
5441	11	22	123	28	61	164	False
44649	5	6	49	20	28	63	False
23610	10	29	101	31	90	333	False
8205	12	98	282	37	335	1758	True
31720	13	61	241	35	244	933	False
28387	1	1	20	2	2	2	False
10012	1	1	80	1	1	1	False
6765	5	10	52	19	27	74	False
31284	12	126	438	39	326	1109	True
50062	5	5	45	10	14	34	False
14200	9	18	84	25	41	128	False
5620	13	47	114	25	109	215	True
37405	13	77	229	33	191	500	True
1301	9	15	75	22	36	135	False
33584	13	171	444	38	383	1324	True
7525	12	76	249	32	168	758	True
949	5	5	38	10	18	33	True
5053	6	7	441	3	3	5	False
28111	9	24	58	18	31	45	True
6611	6	9	63	22	28	77	False
7103	10	46	102	35	136	1826	True
20901	8	16	49	24	56	138	True
12941	5	15	447	22	38	122	False
34602	7	28	113	23	58	223	True
26166	3	5	45	6	8	19	False
35912	3	6	49	2	2	2	False
6812	4	6	52	12	13	20	True
31716	13	192	1469	40	534	3224	False
31713	8	16	53	24	42	95	False
11471	10	33	106	36	104	468	True
6782	4	6	154	11	13	48	False
10638	1	1	10	5	7	8	False
39143	4	7	77	18	23	73	False
29251	4	4	34	8	8	12	False
15643	5	7	45	7	8	9	False
35669	6	9	72	12	17	25	False
9523	8	9	155	15	17	29	False
34266	12	43	175	32	102	390	True
23783	7	18	120	17	37	91	False
23839	2	3	40	6	7	7	False
16072	3	6	30	8	16	64	False
6015	6	13	137	19	34	111	False
16514	2	2	31	2	2	3	False
50706	1	1	65	4	4	6	False
1808	12	57	255	33	138	699	False
31438	11	30	91	23	57	107	False
19866	13	103	346	35	209	607	False
23772	13	69	274	33	202	744	True
34268	8	19	101	25	57	117	True
20911	5	9	47	21	32	51	False
39983	3	3	22	11	16	458	False
10964	9	25	135	27	53	103	False
12017	1	1	32	1	1	3	False
27463	11	22	96	29	65	698	False
33861	7	18	75	29	81	265	False
32786	8	31	168	20	44	73	False
41817	8	16	38	17	39	181	True
1534	11	37	211	30	71	266	False
11824	2	2	32	1	1	1	False
34137	1	1	14	1	1	1	False
33031	13	56	219	30	122	227	True
21289	3	5	74	13	17	158	False
6319	1	1	12	1	1	1	False
3876	12	70	286	36	163	864	True
34626	5	6	44	18	21	46	False
29078	10	25	104	29	82	242	False
3671	1	1	35	11	11	40	True
42931	8	18	88	27	57	138	True
51452	9	22	82	25	54	227	False
20131	13	68	163	29	156	327	True
11490	4	4	60	7	7	17	False
18936	8	16	86	32	55	273	False
24559	13	104	343	38	343	1207	True
13373	1	1	16	1	1	2	False
33856	8	16	107	33	64	160	True
41585	10	21	288	19	46	173	False
30778	12	43	179	36	131	667	True
30273	12	76	226	34	211	587	True
7546	7	14	43	20	44	81	False
46767	4	5	98	16	26	167	False
17427	8	18	94	20	44	103	False
1581	9	56	169	35	148	1044	True
22334	2	3	22	11	14	43	False
20398	9	24	100	23	53	222	False
20378	6	22	115	24	49	160	False
42012	13	78	346	35	171	499	False
44625	13	115	445	37	266	1573	False
7946	10	22	133	26	49	134	False
29327	2	3	12	1	1	1	False
51439	7	24	207	19	40	109	True
9869	9	28	95	26	86	347	False
33345	12	47	315	37	181	771	False
21096	3	4	27	9	9	12	False
30759	8	14	53	26	53	203	False
22766	8	21	78	26	75	248	True
46947	2	3	24	1	1	1	False
44996	7	11	31	8	13	29	False
7617	1	1	28	4	4	6	False
27127	10	50	359	35	156	350	False
20882	11	35	113	36	110	405	True
33586	13	130	325	37	314	1042	True
9204	11	30	79	24	75	136	True
51245	10	23	54	30	65	350	False
16424	12	55	286	31	133	467	True
23643	4	5	57	10	13	57	False
42161	7	13	86	17	26	48	False
2320	9	26	76	29	65	179	True
44965	3	4	26	10	13	75	False
26734	9	19	58	24	59	104	False
50884	10	23	353	27	81	541	True
44629	6	11	75	18	29	73	True
22784	5	6	48	15	26	132	False
36199	8	13	90	26	46	218	False
23963	13	62	324	35	161	318	False
17031	10	25	79	29	79	301	True
51419	5	9	71	22	45	126	False
19871	12	25	83	24	58	198	True
18770	4	5	33	10	15	56	False
41810	9	22	56	21	49	191	False
10635	1	1	31	9	10	54	False
7608	4	7	46	14	23	62	False
27501	3	4	56	8	9	24	False
1536	11	45	204	30	109	391	False
29111	3	3	50	4	5	36	False
37805	13	153	593	38	435	1492	True
25970	13	161	710	38	488	1779	False
31163	4	7	47	16	23	71	False
38339	6	16	208	26	53	244	True
49027	13	88	257	35	209	608	True
10408	13	72	225	31	144	289	True
30299	11	37	133	32	75	243	True
8541	13	65	204	35	127	404	True
18877	1	1	49	1	1	3	False
17043	11	24	88	32	78	247	True
45388	10	49	266	30	120	435	False
1965	4	8	53	17	32	77	False
42944	12	73	245	38	216	1230	False
45412	3	4	67	11	14	49	False
44958	10	49	254	31	106	248	False
4427	12	47	129	29	105	311	False
9384	13	53	219	35	150	633	True
33867	7	21	98	23	39	180	True
7807	11	34	108	32	78	189	False
44050	9	19	271	22	44	78	False
20402	6	12	45	19	37	254	False
42924	12	71	277	37	195	505	True
33344	13	84	634	38	220	705	False
51737	6	10	28	18	34	173	False
13574	5	9	26	23	38	149	False
41811	10	44	89	35	126	949	True
33703	1	1	21	2	2	14	False
12937	13	98	384	37	289	1451	True
13982	8	18	323	24	43	87	False
9394	8	25	74	28	61	217	False
23615	10	23	104	31	98	315	False
1898	1	1	27	1	1	1	False
13144	5	8	35	7	10	41	False
5618	10	31	128	20	52	251	False
10677	9	16	100	18	30	68	False
42959	8	15	29	22	45	80	False
16420	13	81	371	39	203	686	False
35680	12	62	247	34	148	603	True
1795	13	40	278	36	166	717	False
10575	1	1	16	1	1	1	False
47106	12	54	182	36	192	722	False
42974	4	4	38	19	25	59	False
29447	13	124	315	34	248	1029	True
49148	12	32	126	29	106	566	False
4594	8	32	62	31	103	247	False
14036	2	2	46	4	4	7	False
22431	1	1	12	1	1	2	False
40987	12	54	168	37	172	458	True
20399	9	14	59	23	41	164	False
33347	11	24	93	27	77	225	False
7146	2	2	20	5	5	6	False
16649	11	51	209	36	138	381	True
2894	6	8	29	11	15	23	False
5033	9	19	74	24	60	220	True
18970	4	5	63	5	6	17	False
8208	11	33	102	30	94	404	False
31281	8	22	58	30	57	136	False
48184	7	14	32	26	48	100	False
34426	13	147	647	39	436	3210	True
44307	2	2	22	1	1	1	False
34510	1	1	16	1	2	2	False
39964	13	109	351	34	234	2032	True
47150	1	1	41	5	7	7	False
22641	10	27	189	32	104	416	False
20908	11	23	357	28	74	257	False
9888	4	4	57	4	5	13	False
18760	11	32	3151	34	111	387	False
22774	6	13	53	25	60	306	False
24270	6	12	31	19	29	71	False
45392	4	8	97	10	14	31	False
47415	13	75	453	38	245	944	True
3140	1	1	5	2	2	3	False
48796	8	11	42	16	24	52	False
9381	13	103	424	40	231	787	False
15139	12	65	247	35	170	789	False
42492	13	78	334	38	233	843	True
18768	11	26	102	26	80	247	False
25997	10	20	61	21	28	138	False
25643	13	165	445	40	452	1920	False
52251	5	13	58	14	21	78	False
27125	10	25	125	30	67	273	False
17610	8	23	68	29	59	203	False
35703	7	16	100	21	46	84	False
31296	11	64	216	34	166	1039	True
1295	6	11	41	31	69	117	True
29242	6	16	66	30	57	319	True
4429	13	79	157	33	212	890	True
2198	10	17	48	19	32	70	False
12957	4	5	17	12	17	78	False
49441	5	12	41	14	18	29	False
37225	11	41	165	35	122	446	True
8536	3	4	92	7	8	45	False
43012	4	5	27	11	11	26	True
46311	12	50	159	27	115	324	False
13290	10	25	88	22	49	210	False
9874	7	10	66	18	23	38	False
30985	8	18	81	23	61	115	False
34598	13	99	753	38	291	2086	False
42019	12	49	227	38	148	314	False
14925	10	22	70	26	44	81	False
1614	2	3	95	5	8	14	False
26747	6	12	102	25	43	100	False
42973	5	7	23	20	35	152	False
46348	4	8	29	8	10	38	False
17238	10	22	70	16	37	87	False
17831	3	4	23	8	10	37	False
2518	11	28	103	26	50	94	False
41864	2	2	23	1	1	2	False
9378	13	99	371	40	307	1268	True
8996	1	1	14	1	1	1	False
26908	9	21	329	24	65	867	False
48186	8	33	97	19	34	89	False
33853	11	32	328	31	92	295	False
9515	10	79	198	34	180	533	True
41549	10	24	113	26	59	123	True
29272	4	10	20	18	28	42	False
8212	13	145	351	38	417	1762	True
25646	10	34	114	34	102	997	True
36173	2	2	18	1	1	3	False
4428	12	70	145	36	267	981	True
13808	11	42	149	34	146	892	True
20891	13	92	492	39	332	1891	True
10713	1	1	39	1	1	1	False
48618	11	26	196	20	35	75	False
20159	4	5	16	2	2	2	False
28588	10	20	72	27	62	218	False
33852	9	26	69	27	72	427	True
31138	10	32	129	29	110	1584	True
27752	2	2	14	3	3	4	False
6169	4	11	69	12	13	115	False
7559	10	21	54	18	34	122	False
6241	2	3	30	2	2	6	False
9867	12	54	150	33	141	354	False
27293	7	14	93	26	40	93	False
43557	11	20	143	27	59	298	False
26909	12	49	366	31	134	620	True
44239	6	7	60	9	10	54	True
9711	2	3	16	7	8	39	False
27048	12	52	113	33	138	481	True
33849	12	112	473	35	232	966	True
11029	2	5	23	8	10	32	False
37603	11	19	109	21	33	97	False
31459	3	4	65	8	8	14	False
40204	10	22	76	31	66	190	False
26599	13	75	199	39	325	1483	True
40583	9	20	65	16	28	97	False
3007	1	1	9	2	2	3	False
28575	12	31	148	31	95	509	True
375	7	14	36	29	45	256	False
27310	2	2	24	11	14	19	False
2912	9	18	52	22	38	108	True
50865	11	16	59	27	55	1173	True
33372	11	25	99	31	80	291	False
50493	1	1	8	2	2	2	False
45387	6	10	89	16	28	99	False
22143	1	11	46	7	12	37	False
5621	11	28	85	28	59	129	False
48803	3	5	30	8	12	21	False
9887	8	18	45	15	25	73	False
17439	3	3	18	7	8	11	False
33878	7	9	79	23	48	201	False
33854	13	75	308	35	212	994	True
51725	7	31	119	29	91	478	True
8204	13	81	200	38	299	1277	True
26600	13	44	161	34	110	406	False
18553	8	17	56	23	43	171	False
3707	4	5	54	10	13	23	False
50448	3	3	49	5	5	7	False
2891	6	11	28	8	10	44	False
10972	5	6	21	25	36	141	False
50028	13	104	388	39	396	1677	False
22154	4	5	15	11	15	24	True
26594	13	51	147	39	190	783	False
51491	2	2	22	4	4	7	False
15887	1	1	72	1	1	1	False
47674	7	10	37	15	21	44	False
31762	5	11	34	17	32	205	False
52233	12	54	234	37	158	537	False
42943	13	165	613	39	453	1633	False
48428	3	4	26	13	16	43	False
39475	11	33	203	31	73	169	True
33378	8	13	78	25	46	197	False
44062	9	25	79	34	85	237	True
2921	5	11	26	11	22	36	True
45203	4	5	24	4	7	23	False
496	7	15	63	18	34	57	False
48414	5	14	67	24	50	98	False
17422	2	2	64	10	14	48	False
1592	11	21	102	28	61	1793	False
20756	3	3	16	17	24	95	False
24257	11	22	69	25	43	111	False
2209	7	20	115	28	71	218	False
29245	13	123	416	36	303	907	True
37602	5	6	23	5	5	7	False
30638	1	1	10	1	1	1	False
31741	13	206	514	38	548	2030	False
28608	9	15	55	21	37	104	True
38690	6	12	66	19	27	83	False
11966	4	4	181	6	6	25	False
13991	13	69	345	34	183	709	True
32464	7	9	78	20	33	77	False
25971	12	37	135	35	113	395	False
26728	6	8	36	15	22	47	False
25976	11	42	108	30	129	449	False
51259	2	2	8	3	3	27	False
31739	8	20	83	24	47	196	False
25200	13	107	375	38	286	1000	True
26606	12	28	778	29	78	229	False
45817	5	9	80	24	43	211	True
16838	10	29	84	26	57	621	False
11228	11	26	75	26	60	96	True
48221	4	4	10	5	6	15	False
40584	9	15	81	20	40	262	False
47925	12	24	94	26	62	347	False
49410	8	13	50	18	34	69	True
11465	3	5	58	14	21	126	False
27483	2	3	28	14	19	61	True
43556	11	57	197	33	97	315	False
1578	12	46	144	35	103	564	False
31758	7	32	196	26	74	166	False
21928	2	2	24	3	3	3	False
2910	8	17	383	17	30	151	False
3344	11	26	114	34	81	912	False
37595	10	20	46	28	69	337	False
740	12	59	154	34	219	566	True
1801	11	27	82	28	70	143	True
46339	8	23	117	15	32	107	True
20433	3	4	53	9	12	41	False
13284	6	11	35	14	18	24	False
44950	11	49	84	34	115	396	True
1596	12	27	229	32	79	411	False
38912	6	12	61	22	34	132	False
25230	7	14	40	16	28	50	False
5168	6	10	26	11	17	61	False
49153	2	5	33	8	14	38	False
52229	7	13	49	17	34	73	False
46754	10	36	112	28	104	445	True
32148	1	2	14	6	7	13	False
29596	11	32	96	34	94	3066	True
16087	9	17	40	22	39	73	False
8228	1	1	12	6	6	15	False
18944	9	19	66	27	55	164	False
22376	1	1	23	3	3	5	False
37812	7	14	62	29	67	332	True
1978	5	7	244	15	25	116	False
4011	1	1	26	1	1	1	False
3909	4	5	40	11	16	56	False
10960	9	46	201	36	140	1117	True
17037	8	14	36	20	41	155	False
45828	4	8	26	19	31	96	False
10431	7	12	23	16	30	63	False
21268	9	23	68	20	38	95	True
19628	11	55	170	33	155	628	True
4849	10	21	76	20	46	153	False
4847	10	29	87	32	96	511	False
27124	13	68	245	38	176	510	False
14910	6	12	36	14	18	248	False
739	12	37	178	27	82	211	False
39186	1	1	10	1	1	2	False
4602	10	37	110	23	63	157	False
10993	7	9	23	21	27	59	True
23964	8	13	27	16	24	65	False
12974	1	2	11	3	3	5	False
22140	4	8	17	11	17	120	False
52221	13	77	209	39	180	525	False
11962	11	38	103	35	114	260	False
46749	5	10	25	18	25	43	False
27286	11	50	395	34	125	488	True
48172	9	44	103	28	99	466	True
1331	8	11	32	18	28	107	True
25197	12	40	152	33	141	524	True
27056	7	17	29	21	48	122	True
13119	8	19	63	31	84	349	False
16112	4	6	41	8	10	18	False
16837	12	31	173	18	50	93	False
5827	11	26	69	26	59	117	False
15123	7	13	58	23	33	80	False
37233	5	11	54	21	30	86	False
6768	8	16	77	15	18	33	False
22555	1	1	13	5	5	7	False
51481	4	5	77	6	8	28	False
13599	8	18	41	20	32	76	True
13347	1	1	12	2	2	2	False
27914	9	24	80	22	50	88	False
32852	2	3	32	1	1	8	False
36383	11	54	167	32	137	421	False
21047	4	5	99	6	6	6	False
47892	2	2	25	2	2	3	False
28587	11	42	99	31	114	914	True
28584	9	25	403	30	68	168	False
15591	12	41	134	31	118	723	False
7953	12	34	96	27	94	291	False
3346	2	2	18	7	7	15	False
46451	2	7	23	15	19	133	False
50914	6	11	48	13	19	75	False
50432	3	5	38	10	10	21	False
42932	13	163	440	38	366	1407	True
4852	7	11	54	22	41	106	False
26392	9	11	38	16	18	25	False
30513	1	1	16	1	1	1	False
31736	11	53	178	34	151	844	False
32481	2	2	27	10	11	29	False
15586	13	83	357	37	285	3101	True
10498	1	1	6	1	1	1	False
39145	1	1	13	5	5	8	False
33934	1	2	9	8	8	16	False
41806	6	16	32	13	22	37	True
39965	13	134	424	34	361	3616	True
51847	13	50	103	25	124	1840	False
6005	12	51	210	33	166	587	True
12955	4	9	43	19	27	56	False
29439	13	91	282	36	264	1384	True
40454	4	5	18	6	7	9	False
24456	13	122	313	39	368	965	False
1570	11	42	177	35	146	404	True
50059	7	15	39	25	45	204	True
5064	4	5	19	4	4	6	False
26004	5	15	45	17	21	131	False
18281	1	1	8	2	2	3	False
47638	1	1	13	1	1	2	False
50439	9	27	77	31	64	137	False
15606	12	30	74	28	78	268	True
44161	8	16	59	21	40	93	False
20413	5	13	82	13	28	67	False
45434	3	5	27	12	15	372	False
49049	2	2	7	1	1	4	False
20567	1	2	18	5	5	6	False
27698	3	4	16	8	13	19	False
38357	2	2	8	3	3	3	False
27945	5	7	13	9	13	27	False
32806	5	12	41	20	44	154	False
49173	7	9	61	18	29	882	False
28566	12	88	406	34	214	1250	False
27459	12	29	78	25	73	727	True
42510	8	15	58	35	94	836	True
37901	8	22	102	25	66	283	True
26006	4	4	23	8	9	37	False
40995	3	5	24	9	11	16	False
20395	1	4	24	10	11	22	False
30991	13	50	78	29	126	433	True
21044	4	6	27	13	19	64	False
27922	12	46	111	26	103	365	True
34488	3	3	35	9	12	22	False
40433	6	11	50	15	30	53	False
2362	5	9	70	11	20	31	False
4876	5	13	32	10	19	51	False
6016	7	12	40	18	36	134	False
14024	3	3	19	11	13	41	False
1532	12	88	397	39	295	1447	True
26934	1	2	12	2	2	2	False
17655	2	2	12	1	1	9	False
18240	8	17	60	26	48	378	False
41835	5	8	30	12	34	138	False
733	9	23	43	28	87	169	True
6639	5	6	10	16	25	41	True
20886	13	75	638	36	255	979	True
42250	1	1	22	1	1	2	False
34449	6	13	64	26	47	231	True
25264	2	2	47	7	8	19	False
27049	11	37	116	29	92	191	False
51445	10	31	2159	26	67	335	False
20370	12	23	104	23	61	253	True
20552	10	30	74	26	73	168	True
28664	2	2	17	11	12	87	False
22135	4	6	19	11	21	75	False
40418	7	9	37	14	19	104	False
39470	13	61	306	37	195	868	True
7090	11	32	116	32	90	244	False
7179	1	1	3	2	2	3	False
31494	8	13	60	8	12	18	False
45422	2	2	18	2	2	8	False
51489	2	2	45	1	1	2	False
35090	10	15	43	17	25	37	False
7526	12	44	151	29	107	332	True
52241	10	30	71	26	62	129	False
18566	10	28	93	32	104	301	False
42488	12	43	321	35	137	668	False
25968	13	148	551	39	418	2299	False
49852	3	6	15	7	9	12	False
35671	9	18	63	27	54	280	True
4473	2	2	44	2	2	6	False
19875	6	10	54	12	15	93	True
38153	1	1	8	1	1	1	False
4593	13	71	274	35	172	777	False
42925	13	112	278	35	288	1025	True
21272	5	8	28	11	15	16	False
37604	5	5	20	8	11	22	False
42027	2	2	19	16	24	55	False
47111	13	48	124	38	142	564	False
1549	11	20	84	28	74	246	False
35655	12	38	153	23	85	284	False
7952	4	4	52	7	10	48	False
25987	9	18	98	19	46	268	False
36731	1	1	8	6	7	8	False
1324	5	6	13	20	45	109	False
33589	12	52	94	34	142	562	True
44055	12	68	184	36	194	1023	True
13866	1	1	21	2	2	2	False
24252	7	9	68	15	22	86	False
42835	1	1	32	1	1	5	False
2898	3	4	13	4	4	5	False
48190	2	3	5	2	2	2	False
48798	4	5	21	5	6	9	False
6011	4	4	25	13	17	33	False
3189	1	2	4	1	1	1	False
25649	13	40	127	37	144	568	True
1576	9	30	78	34	128	331	True
39707	8	10	44	16	27	111	True
33381	2	3	7	3	3	5	False
20880	13	50	171	34	129	482	True
31730	13	70	351	37	291	1762	False
24583	8	17	110	20	42	212	False
1800	12	50	262	33	114	291	True
44959	13	94	614	40	311	979	True
6794	5	7	32	13	14	34	False
48271	2	2	5	1	1	1	False
19874	11	35	56	29	82	114	True
23623	6	13	35	15	29	55	True
10420	5	8	48	18	33	112	False
31153	9	21	51	27	63	303	False
7939	6	13	65	30	57	155	False
37830	2	3	11	6	6	25	False
22512	9	17	44	23	49	155	False
25208	11	28	127	29	73	258	False
48191	4	8	26	18	31	61	False
40989	10	41	234	27	101	214	True
21053	4	5	30	6	9	47	False
45622	7	8	16	14	20	48	False
34592	13	68	129	33	186	450	True
34628	1	1	8	1	1	1	False
24463	12	40	81	30	108	672	False
27456	12	41	161	33	139	837	False
51751	6	9	21	10	14	34	False
17045	4	5	52	20	33	183	False
17966	1	1	3	2	2	2	False
27940	4	6	14	13	22	28	False
2185	13	132	370	36	280	810	True
2182	12	107	233	38	300	778	True
23317	1	1	16	1	1	1	False
362	10	16	43	21	30	53	False
18953	7	13	64	20	37	118	False
29246	10	37	169	32	103	706	False
33851	13	83	425	38	262	1103	True
50126	1	1	13	1	1	1	False
51757	2	4	32	14	17	107	True
50900	6	12	28	20	31	117	False
16433	6	14	26	26	56	372	False
31723	13	285	1340	40	916	5351	False
743	12	79	368	38	287	1004	False
44214	5	10	50	13	22	52	False
20373	9	36	789	27	90	682	True
4635	7	10	19	14	26	154	False
16101	6	10	19	12	16	30	False
7595	5	8	23	17	26	69	True
773	8	13	40	15	18	26	False
23596	8	21	48	18	35	97	False
52242	9	20	41	30	61	161	True
15156	3	7	20	17	29	67	False
52255	5	6	16	15	27	236	False
24461	7	14	41	20	34	63	False
1547	13	52	149	37	164	624	False
50674	2	4	49	7	8	15	False
39466	6	6	14	8	11	31	False
18763	5	16	83	15	30	74	True
8057	1	1	2	2	2	2	False
46028	7	15	60	19	30	107	False
36691	2	2	8	18	30	278	False
3906	8	9	21	9	10	17	False
22780	9	22	38	23	51	164	True
37662	1	2	15	3	3	17	False
46908	7	26	62	24	51	189	False
31292	12	70	190	34	195	523	True
16643	12	72	166	35	161	2089	True
46928	1	1	14	2	2	29	False
2244	3	4	7	8	8	31	True
34623	10	27	72	25	60	206	True
9863	10	40	156	36	131	549	False
8539	7	12	32	23	39	112	False
30051	8	12	33	19	26	43	True
1834	10	23	50	26	50	129	False
1543	7	12	31	17	25	70	False
32626	7	12	38	15	30	45	False
42485	13	52	209	36	153	609	True
50880	10	46	262	32	114	258	False
31753	12	45	154	29	102	461	False
17056	5	5	16	7	8	11	False
22764	10	46	256	35	150	781	False
9211	11	37	175	30	86	373	False
33900	2	2	19	4	4	14	False
45403	2	2	11	5	6	11	False
10955	5	11	36	16	18	106	False
10067	12	32	147	27	75	281	False
23968	6	12	35	14	21	27	False
34434	12	42	455	30	93	687	True
22511	8	18	35	24	46	247	False
38347	5	7	23	16	27	33	False
28576	11	58	225	31	173	532	True
28647	3	3	8	10	12	83	False
6002	10	28	140	24	49	294	False
11024	2	2	12	4	4	7	False
16439	12	32	71	29	77	278	False
16436	5	6	38	10	15	28	False
15119	7	13	29	23	37	77	False
33359	8	14	34	18	33	180	False
50037	12	30	123	34	149	602	True
19201	8	23	65	21	40	211	False
50861	10	32	144	34	116	837	False
51214	9	30	80	30	108	221	True
33771	3	3	8	8	9	33	True
36423	3	6	13	6	6	18	False
51241	3	3	22	9	10	23	False
786	4	7	27	13	18	83	False
25652	10	19	345	27	56	267	False
35103	4	7	13	11	16	25	True
40012	3	3	8	12	19	43	True
506	9	17	823	22	61	131	False
6214	3	4	11	7	9	31	False
31740	11	36	121	28	91	391	False
28122	11	29	185	27	61	130	False
6770	3	6	21	9	12	24	False
6767	4	6	61	6	6	10	False
33844	13	102	360	35	287	1196	False
51041	2	5	27	10	12	26	False
18767	9	23	64	28	72	330	False
50872	10	28	57	18	43	301	False
44190	3	6	27	12	14	25	False
4461	5	7	16	3	3	4	False
48185	7	12	59	8	10	31	False
31765	7	11	26	20	25	36	False
34625	11	21	60	26	48	198	True
32142	5	8	24	13	17	26	False
2324	9	25	57	20	59	312	True
15663	1	1	7	2	2	3	False
40415	10	34	65	28	55	182	False
37244	6	13	31	17	20	60	False
23595	9	31	94	30	114	759	True
25647	7	14	45	25	43	192	False
17450	8	8	20	16	21	50	False
24457	12	52	155	36	182	556	False
13997	9	27	69	31	80	232	False
42494	11	26	73	27	56	253	False
41809	7	16	284	16	26	83	False
7799	13	149	425	38	309	1172	True
40193	7	8	114	12	14	31	False
