cluster_number	contributing_patients_no_nact	num_tcrs_in_clust_no_nact	total_reads_no_nact	contributing_patients_short_interval	num_tcrs_in_clust_short_interval	total_reads_short_interval	is_cancer_assoc
13665	1	1	4	1	1	1	False
25816	2	2	3	1	1	2	False
38542	2	2	4	2	2	2	False
17195	1	1	4	1	1	4	False
39497	4	4	6	9	9	18	False
44096	6	7	12	11	12	46	True
4923	1	1	3	1	1	1	False
38792	1	1	2	2	2	4	False
3002	2	3	3	7	9	18	False
21806	1	1	1	1	1	1	False
46786	5	6	9	11	12	22	False
46162	1	1	1	1	1	1	False
39286	1	1	2	2	2	3	False
8129	1	2	3	1	1	2	False
8901	2	2	5	5	5	7	False
46123	1	1	2	1	1	1	False
20384	4	4	6	13	19	164	False
40446	7	7	12	3	3	5	False
14741	1	1	1	1	1	1	False
9347	2	2	2	2	2	2	False
925	12	12	37	11	17	27	False
51786	1	1	1	1	1	9	False
20421	9	13	24	7	13	36	False
46310	9	16	27	9	17	100	False
22960	5	6	6	8	8	12	False
29364	2	3	5	2	2	4	False
47204	1	1	5	1	1	1	False
4493	1	1	1	3	3	3	False
28906	3	4	6	6	6	14	False
7394	4	4	5	6	6	13	False
16936	1	1	1	1	1	5	False
18238	8	9	20	9	11	40	False
16380	1	1	1	1	1	4	False
44158	1	1	2	1	1	1	False
31131	1	1	1	1	1	1	False
16033	1	1	1	1	1	2	False
24220	6	7	12	17	24	41	False
45912	1	1	1	1	1	1	False
13324	1	1	1	1	1	1	False
11218	7	7	9	15	19	53	False
3451	2	2	2	2	2	2	False
19489	1	1	1	2	2	4	False
40778	1	1	2	1	1	1	False
18242	5	5	10	15	19	64	False
24469	7	7	13	9	10	59	False
18433	1	1	1	1	1	4	False
42109	1	1	2	1	1	2	False
4020	1	1	1	1	1	1	False
27524	6	6	16	6	7	28	False
37932	3	3	7	4	4	6	False
17775	1	1	2	2	2	7	False
28833	5	7	13	8	8	30	False
33888	3	4	7	6	6	11	False
31461	12	14	67	15	17	34	True
47128	6	6	43	16	24	489	False
35121	1	1	1	2	2	3	False
29804	4	5	6	12	13	56	False
37744	2	2	5	1	1	4	False
42015	9	10	29	10	11	37	False
18984	10	11	17	9	11	38	False
25286	5	6	11	2	2	7	False
20349	1	1	1	1	1	1	False
36739	3	3	5	2	2	3	False
9533	5	7	14	7	8	9	False
27332	9	11	28	14	20	68	False
4367	1	1	1	1	1	1	False
20409	11	19	69	9	16	97	False
16866	3	3	3	6	6	17	False
31592	2	2	16	3	3	4	False
16675	5	5	8	7	7	9	False
27144	3	3	3	6	6	15	False
21515	1	1	2	1	1	1	False
9507	1	1	1	1	2	4	False
6006	10	16	34	15	18	35	False
18425	1	1	1	1	1	1	False
14979	2	2	2	4	5	5	False
28862	6	6	9	12	14	168	False
18634	1	1	1	1	1	1	False
44173	10	11	30	7	9	45	False
14488	1	1	4	1	1	2	False
48514	1	1	1	1	1	34	False
8804	5	5	9	6	6	14	False
6528	3	3	5	1	1	1	False
35328	7	9	18	8	14	83	False
11	6	8	15	2	2	5	False
19889	12	17	36	14	18	31	False
43376	1	1	1	1	1	2	False
42356	2	2	2	2	2	6	False
33626	14	19	62	15	23	203	False
44831	1	1	1	1	1	2	False
40047	1	1	1	1	1	1	False
23717	2	2	14	2	2	6	False
40992	5	5	14	6	8	12	False
10820	1	1	1	1	1	2	False
9752	7	8	9	11	12	22	False
6420	1	1	1	2	2	2	False
46914	4	4	4	7	7	18	False
11505	2	2	2	1	1	1	False
32313	2	2	4	6	6	12	False
17137	1	1	1	1	1	1	False
45409	4	6	36	8	9	50	True
10123	6	7	7	6	6	9	False
19072	1	1	1	1	1	2	False
6552	1	1	1	1	1	1	False
11692	12	13	172	18	22	196	False
19087	1	1	1	1	1	5	False
3693	3	3	6	5	5	36	False
24843	1	1	1	1	1	1	False
39083	10	11	18	15	16	27	False
38907	1	1	1	1	1	3	False
45909	4	4	6	1	1	40	False
32481	10	11	29	10	11	25	False
9156	1	1	1	1	1	1	False
20408	8	11	21	12	17	33	False
692	1	1	1	1	1	2	False
16358	1	1	1	1	1	1	False
24857	5	11	151	6	6	9	False
13849	7	12	26	11	13	36	False
14773	1	1	1	2	2	3	False
33104	1	1	1	1	1	3	False
11689	12	15	36	19	27	123	True
33697	1	1	1	2	2	3	False
25629	1	1	2	1	1	9	False
21712	1	1	1	1	1	2	False
26435	1	1	1	1	1	1	False
36230	1	1	1	1	1	2	False
35344	1	1	1	1	1	1	False
12717	8	10	36	6	6	7	False
50096	1	1	1	4	4	20	False
39729	3	3	4	7	7	14	False
29656	2	2	3	2	3	8	False
6172	7	7	11	10	12	21	False
5472	6	6	10	5	6	8	False
372	10	13	35	14	23	44	False
9809	1	1	1	1	1	1	False
51485	1	1	1	2	2	3	False
51000	1	1	1	1	1	1	False
6999	1	1	1	3	3	3	False
32351	2	2	4	1	1	1	False
39740	2	2	2	6	8	14	False
14385	1	1	1	1	1	1	False
20345	1	1	3	1	1	23	False
3205	1	1	2	1	1	1	False
32462	12	16	32	12	13	84	False
12147	1	1	3	1	1	2	False
18376	1	1	1	1	1	20	False
40221	11	14	37	9	12	30	False
3764	1	1	1	1	2	5	False
17803	1	1	2	1	1	1	False
43360	1	1	2	1	1	3	False
42597	1	1	1	1	1	4	False
41862	1	1	1	1	1	2	False
41835	12	34	138	25	73	298	False
29789	7	7	16	8	13	44	False
2794	1	1	2	1	1	2	False
29200	1	1	2	1	1	2	False
25693	8	9	15	9	12	133	False
18547	12	14	22	13	21	91	False
26917	11	13	120	14	17	58	False
31326	5	5	9	1	1	1	False
38121	1	1	2	1	1	1	False
15525	2	2	5	1	1	4	False
42528	11	17	115	15	17	50	False
33788	9	9	16	7	9	27	False
10165	4	5	7	1	1	1	False
3221	1	1	1	1	1	1	False
34279	2	2	11	2	3	4	False
11744	2	2	75	1	1	1	False
3541	1	1	2	1	4	16	False
50180	3	4	10	8	8	12	False
25732	1	1	2	1	1	1	False
16516	1	1	1	2	2	10	False
18346	2	2	6	2	2	70	False
12981	4	5	7	5	8	30	False
14556	1	1	1	3	3	5	False
44090	2	2	4	6	6	8	False
46214	1	1	1	5	5	71	False
45305	1	1	1	2	2	2	False
2559	3	3	5	2	2	5	False
39352	5	6	14	9	12	25	False
11091	1	1	2	1	1	2	False
45165	1	1	1	2	2	21	False
39689	7	9	15	8	14	64	False
22086	1	1	1	1	1	1	False
11757	1	1	1	3	3	3	False
25288	8	12	31	11	12	36	False
18795	2	2	4	6	8	35	False
44809	1	1	2	1	1	1	False
28143	6	7	17	5	7	52	False
31459	8	8	14	7	8	24	False
44187	10	15	42	14	19	115	False
7809	2	3	4	11	16	80	False
35075	8	8	15	12	12	24	False
46566	1	1	1	1	1	1	False
39671	2	3	5	6	6	10	False
40864	2	2	3	1	1	2	False
14068	2	2	2	8	9	26	False
3531	1	1	1	1	1	2	False
10987	8	10	13	11	13	22	False
7188	1	1	1	2	2	18	False
44338	1	1	1	1	1	1	False
39161	4	4	4	4	5	6	False
20394	12	17	48	15	21	58	False
20757	9	10	32	8	10	40	False
51268	8	10	17	9	12	30	False
50160	1	1	1	1	1	2	False
17466	5	5	6	14	21	30	False
9286	1	1	1	1	1	1	False
7582	3	3	5	7	9	104	False
27528	8	10	17	10	11	64	False
43596	2	3	6	3	3	4	False
50102	2	2	289	2	3	74	False
32672	1	1	2	1	1	1	False
43827	1	1	1	1	1	2	False
789	8	9	25	13	18	30	False
33524	2	2	6	1	1	2	False
39481	5	8	19	11	12	75	False
40291	4	4	8	3	3	9	False
13859	2	2	4	1	1	2	False
39214	2	2	2	2	2	3	False
19989	2	2	7	1	1	8	False
1356	8	9	45	11	13	23	False
44085	8	8	33	8	8	23	False
39653	5	8	16	11	11	45	True
28805	14	16	32	20	33	137	False
13505	1	1	1	1	1	698	False
14748	2	2	3	2	2	3	False
20631	1	1	1	2	2	20	False
43577	8	8	15	6	6	8	False
39503	1	1	1	2	2	6	False
46321	11	16	48	14	26	99	False
25695	2	2	2	3	4	4	False
39377	1	1	1	1	1	1	False
37451	3	4	4	1	1	1	False
20800	1	1	2	1	1	3	False
22684	6	7	12	10	12	85	False
42977	16	20	105	19	25	87	False
36391	11	15	20	13	18	24	False
28822	21	43	104	28	66	139	False
31899	1	1	1	2	2	25	False
46771	7	8	9	10	14	32	False
29266	4	5	14	5	6	11	False
5669	2	3	3	4	4	17	False
44991	8	10	11	13	17	68	False
42980	8	9	15	10	13	35	False
28211	1	1	1	1	1	1	False
10810	1	1	2	3	4	4	False
17593	1	1	1	1	1	1	False
39158	5	5	6	4	5	6	False
35029	1	1	1	1	1	1	False
34834	1	1	1	1	1	2	False
45841	12	12	21	11	16	121	False
27674	6	9	24	13	16	41	False
33786	4	6	14	6	6	25	False
4473	2	2	6	2	2	2	False
1861	3	3	4	8	9	13	False
24866	1	1	1	1	1	2	False
35078	21	43	178	27	59	260	False
32850	7	10	18	9	12	45	False
31468	4	4	5	12	14	30	False
24249	1	1	1	5	5	5	False
39256	1	1	2	3	3	25	False
41302	1	1	1	1	1	1	False
27200	1	1	2	1	1	1	False
21980	1	1	1	1	1	1	False
37633	1	1	1	2	2	2	False
49452	5	5	14	1	1	2	False
12274	3	3	3	5	5	8	False
21679	1	1	1	1	1	1	False
3513	1	1	1	1	1	1	False
25406	3	3	3	1	1	1	False
2099	1	1	1	2	2	17	False
32689	1	1	1	1	1	1	False
6198	8	9	11	11	18	42	False
38287	1	1	1	1	1	2	False
42192	1	1	1	1	1	1	False
27075	4	6	27	4	4	15	False
13415	1	1	1	1	1	1	False
51382	1	1	1	1	1	1	False
1454	1	1	1	2	2	2	False
24428	2	2	2	1	1	1	False
8332	1	1	2	3	3	4	False
50871	12	13	64	19	27	139	False
41265	1	1	1	1	1	1	False
26246	5	5	5	5	5	5	False
30144	2	2	2	1	1	1	False
11150	1	1	1	1	1	2	False
16467	1	1	1	2	2	18	False
25718	1	1	1	1	1	2	False
17082	3	3	3	6	8	150	False
21714	5	5	10	3	3	4	False
15015	2	2	6	1	1	1	False
22333	9	13	25	19	31	66	False
20336	1	1	2	1	1	16	False
32836	9	13	35	13	18	31	True
19660	8	11	23	14	20	173	False
38902	1	1	1	1	1	1	False
7864	3	3	3	6	7	16	False
9143	1	1	1	1	1	14	False
27691	5	7	64	6	6	23	False
38964	1	1	1	1	1	1	False
49212	5	5	6	8	8	10	False
39153	6	6	8	9	11	24	False
6315	1	1	1	1	1	1	False
26641	9	9	14	5	7	34	False
9568	4	4	4	1	2	2	False
15499	2	2	6	1	1	1	False
381	6	7	13	9	12	15	False
37922	7	8	16	8	9	42	False
39328	6	8	20	17	24	53	False
34905	4	4	5	3	4	6	False
46790	6	6	15	7	11	47	False
20149	24	44	130	31	80	248	False
37617	11	14	26	11	16	674	False
23028	2	2	2	1	1	1	False
4887	4	4	9	12	13	38	False
39499	3	3	9	8	9	29	True
26459	1	1	1	1	1	1	False
47177	3	3	3	1	1	1	False
42484	1	1	1	2	2	9	False
16890	1	1	1	4	4	10	False
9314	1	1	1	1	1	1	False
26029	3	3	564	1	1	3	False
16336	2	2	3	1	1	2	False
40435	9	11	16	8	10	14	False
23646	1	1	1	5	6	10	False
14023	7	8	13	5	6	31	False
9038	1	1	1	2	2	3	False
27039	1	1	1	1	1	1	False
44236	9	14	41	16	25	181	False
43865	12	19	25	22	34	60	False
48798	5	6	9	13	21	84	False
12191	1	1	1	1	1	4	False
23451	1	1	1	1	1	1	False
32476	6	7	10	11	18	134	False
25696	1	1	1	2	2	2	False
18518	1	1	1	1	1	2	False
29799	10	10	15	6	8	21	False
49670	1	1	1	1	1	2	False
21065	5	5	11	6	6	14	False
40457	5	5	6	7	7	8	False
46952	3	3	5	3	3	3	False
38519	5	6	11	16	18	133	False
6332	1	1	1	2	2	4	False
51408	1	1	1	1	1	1	False
14864	1	2	2	1	1	1	False
49696	1	1	1	1	1	2	False
47774	1	1	1	1	1	2	False
15784	3	3	4	3	3	4	False
5666	2	2	2	1	1	26	False
9564	1	1	1	1	1	2	False
37651	6	9	193	9	11	362	False
8801	7	7	9	13	17	31	False
29279	8	8	221	5	5	5	False
6985	3	3	3	2	2	18	False
12380	1	1	1	1	1	2	False
48713	2	2	4	1	1	2	False
35913	7	8	11	15	19	42	False
23647	6	6	10	3	3	3	False
44487	1	1	1	2	2	582	False
36925	10	10	19	12	13	27	False
49602	1	1	1	1	1	7	False
32334	1	1	1	1	1	1	False
11966	6	6	25	9	14	84	False
8756	6	6	7	8	9	44	False
47110	10	11	16	11	18	68	False
48831	3	3	3	3	3	7	False
4277	1	1	1	4	4	9	False
11528	7	7	27	3	3	3	True
37086	1	1	1	2	2	4	False
13045	1	1	1	1	2	2	False
44810	1	1	1	2	2	4	False
36968	8	10	26	11	14	20	False
22037	1	1	1	2	2	2	False
29081	2	2	4	9	10	232	False
45000	11	14	37	13	15	69	False
16982	1	1	1	1	1	1	False
7578	8	9	19	13	18	62	False
51517	3	3	3	3	4	144	False
16734	1	1	1	1	1	1	False
4323	3	3	5	3	3	12	False
26193	4	4	6	3	3	3	False
49488	5	6	20	1	1	1	False
50905	8	8	13	11	13	50	False
43234	3	3	3	3	5	8	False
45418	5	5	9	3	3	7	False
40621	5	5	6	9	12	43	False
37670	4	4	10	8	11	20	False
18632	1	1	1	1	1	1	False
14254	1	1	1	1	1	1	False
32839	3	4	5	4	6	24	False
23191	7	8	12	7	9	13	False
19920	2	3	127	2	2	52	False
14407	5	5	80	1	1	1	False
10865	3	3	72	1	1	1	False
47224	1	1	146	1	1	3	False
25118	1	1	56	1	1	1	False
32644	1	1	68	1	1	1	False
45427	8	9	77	8	8	14	False
39919	2	2	37	1	1	2	False
7161	1	1	24	1	1	1	False
50039	5	6	33	10	15	51	False
28557	1	1	23	1	1	1	False
19249	2	2	30	1	1	6	False
20751	9	10	55	17	21	3771	False
10848	2	3	17	3	4	12	False
25289	2	2	30	8	9	14	False
9945	1	1	14	1	1	1	False
15382	1	1	10	5	6	36	False
22189	3	3	10	5	6	19	False
7471	1	1	16	1	1	2	False
25150	1	1	15	1	1	4	False
11951	7	10	45	10	11	29	False
28545	1	1	12	1	1	12	False
10046	1	1	17	1	1	1	False
28647	10	12	83	11	17	49	False
19602	1	1	6	1	1	1	False
20742	4	5	19	11	14	208	True
20928	2	2	7	2	2	12	False
48526	1	1	10	1	1	2	False
40083	1	1	4	1	1	1	False
35752	2	3	18	2	2	13	False
48626	5	6	22	10	11	19	False
17504	1	1	3	1	1	2	False
31308	6	7	26	5	7	11	False
46107	2	2	4	1	1	1	False
22522	3	3	10	1	1	1	False
25129	2	2	6	1	1	10	False
17668	4	4	15	5	5	120	False
25316	1	1	6	1	2	12	False
50808	1	1	4	1	1	3	False
10784	2	4	13	2	2	44	False
17478	10	13	23	20	34	50	False
30845	3	4	6	5	6	6	False
4338	5	5	16	2	2	4	False
50134	1	1	4	1	1	1	False
3064	3	3	6	5	6	7	False
27583	1	1	4	3	3	3	False
46356	3	3	11	3	3	5	False
26139	1	1	10	3	3	5	False
2963	1	1	2	2	2	2	False
51745	11	13	134	15	19	49	False
3355	4	4	8	5	6	25	False
41173	4	4	6	6	8	16	False
2370	5	5	9	2	2	83	False
29741	1	1	7	1	1	1	False
6247	1	1	9	3	3	4	False
51481	6	8	28	11	12	174	False
2989	1	1	1	2	2	7	False
19142	1	1	3	1	2	2	False
40822	2	2	6	1	1	12	False
23817	7	10	26	11	13	37	False
22448	1	1	4	1	1	6	False
16450	4	4	13	5	6	16	False
26370	1	1	6	2	2	2	False
46759	6	7	61	11	14	76	False
40232	4	4	26	4	6	14	False
39528	5	5	9	3	5	34	False
29671	1	1	2	1	1	1	False
35394	2	2	9	2	2	19	False
47646	5	5	25	7	8	17	False
34591	8	10	16	16	26	47	False
47520	1	1	2	1	1	1	False
50349	1	1	7	1	1	6	False
22391	7	7	11	8	10	41	False
9644	2	2	3	1	1	3	False
31584	2	2	5	1	1	1	False
1320	12	15	20	21	28	1929	False
30543	1	1	1	1	1	17	False
25674	2	2	4	2	2	32	False
34641	2	3	4	9	11	23	False
1990	1	1	2	1	1	1	False
1888	1	1	6	1	2	3	False
40234	11	12	329	18	27	76	False
46048	3	3	7	1	1	1	False
26056	1	1	2	1	1	1	False
41575	5	5	100	6	7	147	False
46797	3	3	6	9	9	17	False
27309	1	1	6	2	2	12	False
3917	6	8	39	12	14	36	False
42840	1	1	4	1	1	2	False
24049	1	1	1	3	3	5	False
36720	9	10	20	13	16	27	False
15995	2	2	4	1	1	1	False
18930	1	1	1	1	1	4	False
11716	6	6	16	6	8	11	False
18059	5	14	28	1	1	1	False
3450	1	1	4	1	1	2	False
24908	5	5	6	1	1	1	False
22194	2	2	36	4	5	8	False
9177	1	1	3	1	1	1	False
17505	3	3	9	5	5	9	False
28548	1	1	2	1	1	1	False
6390	4	4	13	5	5	25	False
24406	1	1	2	1	1	1	False
26084	1	1	2	1	1	1	False
29220	1	1	1	1	1	1	False
34188	1	1	1	1	1	1	False
41634	1	1	1	1	1	2	False
51046	5	5	19	11	12	38	False
36906	1	1	1	1	1	1	False
7307	1	1	3	1	2	26	False
9592	1	1	2	1	1	16	False
27128	15	25	375	12	15	66	False
41300	1	1	1	1	1	3	False
6628	4	4	7	15	20	43	False
30381	1	1	2	2	2	3	False
21724	3	3	7	5	5	5	False
7636	8	9	17	5	5	14	False
39163	8	11	17	5	7	14	False
20273	3	3	11	1	1	4	False
37010	1	1	1	2	2	11	False
42223	5	5	12	1	1	1	False
21071	4	4	17	3	3	6	False
5081	4	4	7	1	1	1	False
18629	1	1	1	2	2	2	False
6767	6	6	10	8	11	16	False
19171	1	1	1	1	1	1	False
18856	1	1	1	1	1	1	False
15352	5	5	7	1	1	1	False
6814	4	4	6	2	2	2	False
13350	1	1	1	7	7	14	False
27529	1	1	1	1	1	39	False
36966	2	2	4	1	1	2	False
17085	1	1	2	3	3	5	False
13297	10	12	13	14	28	40	False
35786	2	3	3	2	2	5	False
46306	1	1	1	1	1	2	False
24354	1	1	1	1	1	1	False
40224	1	1	2	9	13	21	False
3696	5	5	11	10	18	213	False
10755	1	1	2	2	2	2	False
997	2	2	5	6	7	29	False
34542	1	1	2	1	1	9	False
50048	4	4	5	12	12	19	False
6913	1	1	1	1	1	2	False
37250	1	1	1	10	10	68	False
21866	1	1	1	1	1	3	False
38889	1	1	1	1	1	5	False
16117	2	2	35	1	1	1	False
17212	1	1	2	1	1	102	False
18831	3	3	5	3	6	57	False
9516	1	1	1	1	1	1	False
8059	2	2	3	3	4	226	False
23913	1	1	1	1	1	1	False
11058	2	3	7	1	1	2	False
30316	5	6	8	5	5	10	False
41533	1	1	1	2	2	8	False
12492	2	2	8	1	1	1	False
17491	2	3	4	6	6	48	False
16005	2	2	2	1	1	11	False
24426	1	1	2	1	1	3	False
28	1	1	1	5	6	24	False
26334	1	1	2	1	1	1	False
383	8	8	77	13	19	36	False
4868	7	7	14	4	6	564	False
6214	7	9	31	7	12	14	False
6261	1	1	1	2	2	3	False
23600	7	9	11	9	10	15	False
49453	2	2	4	2	2	2	False
9882	3	3	3	4	5	6	False
50390	1	1	1	1	1	1	False
10514	1	1	3	1	1	1	False
47148	5	5	7	5	6	6	False
4018	1	1	2	1	1	1	False
44375	2	2	10	2	2	7	False
49467	1	1	1	1	1	1	False
30072	4	4	8	8	9	10	False
25354	1	1	1	1	1	3	False
45415	9	15	51	19	33	510	False
21282	7	9	18	10	11	23	False
44630	12	15	75	15	31	93	False
13384	1	1	1	4	4	4	False
628	2	2	3	2	3	24	False
51558	1	1	2	1	1	2	False
7859	6	8	18	7	8	25	False
50693	4	5	16	3	4	41	False
14046	1	1	1	1	1	3	False
31267	1	1	1	1	1	1	False
35419	1	1	1	1	1	1	False
20150	4	4	4	3	3	8	False
21336	5	5	10	4	5	11	False
24756	4	4	7	2	2	5	False
42034	4	4	7	9	10	22	False
27935	15	24	55	19	31	117	True
17248	14	24	39	14	22	30	False
11652	1	1	1	1	1	1	False
6684	1	1	1	1	1	1	False
44658	5	5	6	13	15	33	False
37270	2	2	5	2	2	2	False
42037	8	8	67	5	5	10	False
15777	2	2	2	5	6	10	False
32092	1	1	1	1	1	4	False
50636	1	1	7	1	1	1	False
50004	2	2	5	1	1	2	False
49840	2	2	12	1	1	1	False
26816	1	1	1	7	8	32	False
51623	1	1	1	2	2	2	False
1013	1	1	1	4	4	5	False
41782	1	1	4	1	1	1	False
13126	13	23	62	19	34	90	True
40501	2	2	3	1	1	7	False
43716	2	2	3	1	2	3	False
14933	5	5	25	6	7	45	False
41674	1	1	2	2	2	2	False
13851	3	3	6	5	5	9	False
45531	2	2	3	1	1	1	False
43409	1	1	2	2	2	9	False
48778	19	31	92	22	48	226	False
21277	15	31	379	26	52	175	False
2768	3	3	8	1	1	1	False
39312	1	1	1	1	1	1	False
27261	1	1	1	1	1	22	False
44771	1	1	1	1	1	3	False
14481	1	1	1	1	1	2	False
1178	1	1	1	1	1	1	False
47628	1	1	2	1	1	2	False
51494	8	8	26	9	14	31	False
49217	3	3	5	5	9	92	False
23194	2	2	6	2	2	31	False
14897	1	1	1	1	1	1	False
21828	2	2	2	2	3	3	False
10087	9	10	13	5	5	14	False
13145	3	3	7	7	8	43	False
27288	1	1	1	1	1	1	False
22176	1	1	1	1	2	69	False
52018	1	1	2	1	1	1	False
20165	8	9	87	11	14	19	False
15041	1	1	1	1	1	1	False
34102	7	8	12	5	5	7	False
29977	1	1	1	1	1	1	False
16010	1	1	1	2	2	17	False
37047	2	2	2	2	2	3	False
48829	7	8	11	10	12	173	False
9894	1	1	2	1	1	1	False
23996	3	3	3	4	4	5	False
26802	2	2	2	2	2	3	False
13212	1	1	2	1	1	1	False
24091	1	1	2	1	1	2	False
6626	3	3	3	7	8	11	False
19960	2	2	3	4	4	8	False
15776	2	2	2	5	5	5	False
41026	2	2	2	7	8	15	False
48248	3	3	5	1	1	2	False
50452	9	10	15	6	10	77	False
45446	4	4	8	3	3	4	False
16131	2	2	5	1	1	1	False
26789	4	7	16	1	1	6	False
4817	1	1	2	2	2	3	False
29325	1	1	3	2	2	2	False
50677	6	6	12	3	4	6	False
24299	1	1	2	1	1	1	False
23508	1	1	2	1	1	1	False
24629	3	3	6	6	6	12	False
28666	7	9	39	7	9	14	False
2946	10	16	27	18	44	93	False
13533	1	1	1	2	2	3	False
31384	1	1	2	2	2	3	False
37171	1	1	1	1	1	1	False
13618	3	3	4	2	2	37	False
27489	13	14	4567	14	18	316	False
24888	3	3	7	4	4	7	False
23752	1	1	1	1	1	4	False
19044	2	2	2	1	1	2	False
18899	1	1	1	1	1	3	False
32266	1	1	1	1	1	5	False
35033	1	1	1	2	2	2	False
2277	1	1	1	1	1	1	False
15344	2	2	3	2	4	16	False
33452	3	3	10	4	4	10	False
15058	1	1	1	1	1	1	False
20470	2	2	5	1	1	7	False
22396	1	1	2	1	1	2	False
2225	4	4	9	3	3	5	False
26016	2	2	3	4	4	6	False
13004	1	1	1	1	1	1	False
8577	1	1	2	1	1	1	False
23092	1	1	2	1	1	2	False
1121	1	1	2	1	1	2	False
39850	1	1	2	1	1	16	False
46341	10	14	104	10	17	92	False
24850	2	2	2	1	1	1	False
35310	6	8	64	8	10	173	False
7600	13	14	40	14	22	102	False
22221	1	1	1	1	1	1	False
43626	2	2	2	4	5	8	False
25270	4	6	39	6	6	8	False
51511	2	2	3	1	1	7	False
47068	1	1	1	1	1	7	False
32404	1	1	1	2	2	3	False
26944	5	6	71	3	4	10	False
4822	1	1	2	1	1	3	False
22042	2	2	3	4	4	6	False
33006	1	1	2	1	1	1	False
8489	2	2	37	1	1	2	False
18742	1	1	2	1	1	1	False
37207	1	1	1	1	1	1	False
40552	1	1	1	4	4	4	False
33895	2	2	2	3	3	8	False
8912	1	1	2	3	4	6	False
25171	1	1	2	1	1	1	False
26783	2	2	7	2	2	4	False
33551	1	1	1	1	1	2	False
3957	1	1	1	1	1	4	False
46830	1	1	1	1	1	4	False
21757	1	1	1	3	3	4	False
33207	1	1	2	1	1	1	False
43606	5	6	173	10	11	53	False
1852	4	4	6	4	4	5	False
49150	6	7	14	6	6	7	False
41726	1	1	1	1	1	5	False
23550	2	2	3	2	2	2	False
33201	1	1	1	1	1	2	False
16185	1	1	1	1	1	1	False
47425	2	2	5	12	14	49	False
9680	1	1	1	2	2	17	False
45885	4	4	5	2	2	13	False
41206	3	3	3	4	5	7	False
2003	1	1	1	1	1	1	False
45879	1	1	1	1	1	2	False
52082	1	1	1	1	1	2	False
12210	2	2	2	1	1	2	False
17054	3	3	6	7	9	27	False
33092	5	5	5	2	2	8	False
11474	11	12	28	8	11	28	False
14911	3	3	5	9	11	30	False
30183	1	1	1	1	1	1	False
20546	4	4	56	3	3	7	False
22852	1	1	1	2	2	3	False
25237	8	9	34	11	19	513	True
2493	1	1	1	4	4	16	False
14060	1	1	1	3	3	10	False
8765	2	2	2	4	4	97	False
17624	8	8	21	7	8	16	False
5172	5	6	26	4	5	15	False
43878	3	3	3	5	6	9	False
9578	2	2	4	1	1	1	False
18854	1	1	1	1	1	1	False
29809	1	1	1	2	2	4	False
12595	3	3	5	3	3	3	False
37006	2	2	2	1	1	1	False
33890	11	14	56	18	29	304	False
45869	6	7	14	10	10	17	False
13187	1	1	1	1	1	1	False
11069	2	2	5	1	1	9	False
981	6	6	9	16	19	55	False
51683	1	1	1	1	1	2	False
21943	3	3	4	7	7	7	False
18600	6	6	9	3	3	3	False
14930	18	24	55	19	38	82	False
42640	1	1	1	1	1	1	False
36992	4	7	7	5	7	9	False
38943	4	6	11	5	7	61	False
17084	4	4	5	8	8	12	False
38613	1	1	1	1	1	1	False
22554	3	3	5	3	3	6	False
14474	1	1	1	1	1	2	False
43980	1	1	1	1	1	5	False
21286	5	5	15	11	15	52	False
35910	2	2	2	5	5	6	False
44704	1	1	1	1	1	15	False
5047	4	7	12	9	10	37	False
47137	5	5	7	12	14	50	False
3683	10	13	32	13	20	34	False
32153	3	3	4	6	6	34	False
15863	1	1	1	2	2	2	False
46384	1	1	2	1	1	1	False
35415	1	1	1	2	3	13	False
47819	1	1	1	1	1	2	False
48052	1	1	1	1	1	1	False
25881	2	2	2	1	1	1	False
11739	4	4	7	2	3	3	False
13796	1	1	1	1	1	1	False
42081	1	1	1	1	1	1	False
14927	8	8	33	7	7	7	False
13881	4	4	5	4	4	4	False
41071	2	2	4	3	3	4	False
28481	1	1	1	1	1	5	False
5649	7	8	41	14	19	78	False
9301	1	1	1	1	1	1	False
49550	2	2	5	1	1	1	False
15851	6	6	7	5	5	7	False
48637	1	1	1	3	3	3	False
40910	2	2	2	1	1	1	False
8247	3	4	685	8	10	33	False
35085	8	9	210	8	10	37	False
16862	6	7	204	6	6	26	False
4987	1	1	134	2	2	5	False
6072	3	3	123	3	3	4	False
26388	8	10	189	12	15	33	True
18919	1	1	111	1	1	2	False
51193	2	2	137	1	1	1	False
33990	1	1	113	1	1	1	True
41828	1	1	34	2	2	2	True
46364	3	3	85	3	3	432	False
27239	2	2	85	1	1	1	False
32612	11	12	78	17	20	361	False
16662	9	16	112	21	34	368	False
28622	6	9	91	6	7	53	False
48212	2	2	15	7	8	15	False
1980	9	10	81	9	13	57	False
3784	1	1	85	2	2	3	False
31522	1	1	42	2	2	2	False
4113	1	1	43	1	1	1	False
5641	2	2	44	1	1	1	False
27993	1	1	25	1	1	1	False
8316	1	1	23	1	1	6	False
21053	6	9	47	12	13	23	False
31886	2	2	27	1	1	7	False
12231	2	2	32	1	1	2	False
27350	1	1	6	3	3	8	False
3122	1	1	9	2	2	3	False
27762	3	3	31	1	1	1	False
27334	1	1	32	1	1	1	False
34866	1	1	19	1	1	1	False
51124	1	1	28	2	2	2	False
23120	10	14	105	19	24	71	False
50999	1	1	24	1	1	1	False
